	Genome	Gene	Type	Cluster	Occupancy
1121	HB3	PfHB3_050038100	RIFIN-A	PfHB3_050038100	1
1122	HB3	PfHB3_050038200	RIFIN-A	PfHB3_050038200	1
1123	HB3	PfHB3_050038300	RIFIN-B	PfHB3_050038300	1
1124	HB3	PfHB3_050038400	RIFIN-A	PfHB3_050038400	1
1125	HB3	PfHB3_060021900	RIFIN-A	PfHB3_060021900	1
1126	HB3	PfHB3_060035900	RIFIN-A	PfDd2_060036400	5
1127	HB3	PfHB3_060036000	RIFIN-B	PfDd2_060036500	3
1128	HB3	PfHB3_060036100	RIFIN-B	PfDd2_060036600	4
1129	HB3	PfHB3_060036300	RIFIN-A	PfHB3_060036300	1
1130	HB3	PfHB3_060036400	RIFIN-A	PfHB3_060036400	2
1131	HB3	PfHB3_060036500	RIFIN-A	PfHB3_060036500	1
1132	HB3	PfHB3_060036600	RIFIN-A	PfCD01_030006200	4
1133	HB3	PfHB3_060036800	RIFIN-A	PfHB3_060036800	1
1134	HB3	PfHB3_060036900	RIFIN-A	PfHB3_060036900	1
1135	HB3	PfHB3_070005400	RIFIN-A	PF3D7_0425700	5
1136	HB3	PfHB3_070005600	RIFIN-A	PfHB3_070005600	1
1137	HB3	PfHB3_070005800	RIFIN-A	PF3D7_0701800	15
1138	HB3	PfHB3_070016200	RIFIN-A	PF3D7_0713000	14
1139	HB3	PfHB3_070034900	RIFIN-A	PF3D7_1373000	8
1140	HB3	PfHB3_080005200	RIFIN-A	PF3D7_1300400	16
1141	HB3	PfHB3_080005300	RIFIN-B	PfHB3_080005300	1
1142	HB3	PfHB3_080005400	RIFIN-A	PfHB3_080005400	1
1143	HB3	PfHB3_080005600	RIFIN-A	PF3D7_0800500	3
1144	HB3	PfHB3_080013700	RIFIN-A	PfHB3_080013700	1
1145	HB3	PfHB3_080013900	RIFIN-A	PF3D7_0712500	14
1146	HB3	PfHB3_080014300	RIFIN-A	PfHB3_080014300	1
1147	HB3	PfHB3_080014400	RIFIN-A	PfDd2_040026100	3
1148	HB3	PfHB3_080037500	RIFIN-A	PfHB3_080037500	1
1149	HB3	PfHB3_090005600	RIFIN-A	PfHB3_090005600	1
1150	HB3	PfHB3_090006100	RIFIN-A	PfCD01_130078100	2
1151	HB3	PfHB3_090006200	RIFIN-B	PfCD01_130078000	2
1152	HB3	PfHB3_090006300	RIFIN-A	PfHB3_090006300	1
1153	HB3	PfHB3_100005000	RIFIN-A	PfHB3_100005000	1
1154	HB3	PfHB3_100005100	RIFIN-B	PF3D7_1000600	8
1155	HB3	PfHB3_100044000	RIFIN-B	PfGA01_040030500	3
1156	HB3	PfHB3_100044300	RIFIN-A	PfHB3_100044300	1
1157	HB3	PfHB3_120005900	RIFIN-A	PfHB3_120005900	1
1158	HB3	PfHB3_120045400	RIFIN-A	PfHB3_120045400	1
1159	HB3	PfHB3_120058500	RIFIN-A	PfHB3_120058500	1
1160	HB3	PfHB3_120058600	RIFIN-B	PfHB3_120058600	1
1161	HB3	PfHB3_120058800	RIFIN-A	PfHB3_120058800	1
1162	HB3	PfHB3_120058900	RIFIN-B	PfHB3_120058900	1
1163	HB3	PfHB3_120059000	RIFIN-A	PfGA01_030005900	4
1164	HB3	PfHB3_130005800	RIFIN-A	PF3D7_0632700	9
1165	HB3	PfHB3_130005900	RIFIN-B	Pf7G8-2_000049200	3
1166	HB3	PfHB3_130006000	RIFIN-A	PfHB3_130006000	1
1167	HB3	PfHB3_130006100	RIFIN-A	PfHB3_130006100	1
1168	HB3	PfHB3_130006200	RIFIN-A	PfHB3_130006200	1
1169	HB3	PfHB3_130006300	RIFIN-A	PfHB3_130006300	1
1170	HB3	PfHB3_130006400	RIFIN-A	PfHB3_130006400	1
1171	HB3	PfHB3_130006500	RIFIN-A	PfHB3_130006500	1
1172	HB3	PfHB3_130006700	RIFIN-B	PfCD01_130005900	6
1173	HB3	PfHB3_130078100	RIFIN-A	PfDd2_040006200	9
1174	HB3	PfHB3_130078500	RIFIN-B	PfHB3_130078500	1
1175	HB3	PfHB3_130078600	RIFIN-A	PfHB3_130078600	1
1176	HB3	PfHB3_130078800	RIFIN-A	PfGA01_110005700	2
1177	HB3	PfHB3_130079000	RIFIN-B	PfGA01_110005600	2
1178	HB3	PfHB3_130079300	RIFIN-A	PfHB3_130079300	1
1179	HB3	PfHB3_130079900	RIFIN-A	PfHB3_130079900	2
1180	HB3	PfHB3_130080000	RIFIN-A	PfDd2_070035300	2
1181	HB3	PfHB3_140005700	RIFIN-A	PF3D7_0223400	7
1182	HB3	PfHB3_140005800	RIFIN-B	PfHB3_140005800	1
1183	HB3	PfHB3_140005900	RIFIN-A	PfHB3_140005900	1
1184	HB3	PfHB3_140006000	RIFIN-B	PfHB3_140006000	1
1185	HB3	PfHB3_140006200	RIFIN-A	PfHB3_140006200	1
1186	HB3	PfHB3_140006300	RIFIN-A	PfHB3_140006300	1
1187	HB3	PfHB3_140006500	RIFIN-A	PfHB3_140006500	1
1188	HB3	PfHB3_140084300	RIFIN-A	PF3D7_1253700	13
1189	HB3	PfHB3_140085000	RIFIN-A	PfHB3_140085000	1
1190	IT	PfIT_000007000	RIFIN-B	PfIT_000007000	1
1191	IT	PfIT_000007400	RIFIN-B	PfIT_000007400	1
1192	IT	PfIT_000007500	RIFIN-A	Pf7G8-2_000117900	6
1193	IT	PfIT_000009600	RIFIN-A	PfIT_000009600	1
1194	IT	PfIT_000009700	RIFIN-B	PfIT_000009700	1
1195	IT	PfIT_000011500	RIFIN-A	PfIT_000011500	1
1196	IT	PfIT_000011600	RIFIN-B	PfIT_000011600	1
1197	IT	PfIT_000011800	RIFIN-A	Pf7G8-2_000215700	9
1198	IT	PfIT_000012000	RIFIN-A	Pf7G8-2_000216400:pseudogene	6
1199	IT	PfIT_010005100	RIFIN-A	PfIT_010005100	1
1200	IT	PfIT_010005300	RIFIN-B	PfDd2_010005700	7
1201	IT	PfIT_010017700	RIFIN-B	PF3D7_0114700	16
1202	IT	PfIT_020005300	RIFIN-A	PfIT_020005300	1
1203	IT	PfIT_020005400	RIFIN-B	PfIT_020005400	1
1204	IT	PfIT_020005500	RIFIN-A	PfIT_020005500	1
1205	IT	PfIT_020005600	RIFIN-B	PfIT_020005600	1
1206	IT	PfIT_020005700	RIFIN-A	PfIT_020005700	1
1207	IT	PfIT_020005800	RIFIN-B	PfIT_020005800	1
1208	IT	PfIT_020006000	RIFIN-A	PfIT_020006000	1
1209	IT	PfIT_020026800	RIFIN-A	PfCD01_030029900	3
1210	IT	PfIT_020026900	RIFIN-B	PfGN01_120006500	3
1211	IT	PfIT_020027100	RIFIN-A	PfIT_020027100	1
1212	IT	PfIT_020027200	RIFIN-B	PfIT_020027200	1
1213	IT	PfIT_020027500	RIFIN-A	PfIT_020027500	1
1214	IT	PfIT_030005200	RIFIN-A	PfIT_030005200	2
1215	IT	PfIT_030005300	RIFIN-B	PfIT_030005300	1
1216	IT	PfIT_030005500	RIFIN-A	PfGA01_030007100	2
1217	IT	PfIT_030005600	RIFIN-A	PF3D7_0300800	11
1218	IT	PfIT_030029300	RIFIN-A	PfCD01_000005500	3
1219	IT	PfIT_030029500	RIFIN-A	PfIT_030029500	1
1220	IT	PfIT_030029600	RIFIN-A	PfIT_030029600	1
1221	IT	PfIT_040005500	RIFIN-A	PfIT_040005500	1
1222	IT	PfIT_040005600	RIFIN-B	PfIT_040005600	1
1223	IT	PfIT_040006900	RIFIN-A	PF3D7_0402500	16
1224	IT	PfIT_040007100	RIFIN-A	PF3D7_0402700	16
1225	IT	PfIT_040017500	RIFIN-A	PF3D7_0413200	10
1226	IT	PfIT_040017600	RIFIN-A	PF3D7_0413300	10
1227	IT	PfIT_040030300	RIFIN-B	PfIT_040030300	1
1228	IT	PfIT_040030400	RIFIN-A	PfIT_040030400	1
1229	IT	PfIT_050005600	RIFIN-A	PfIT_050005600	1
1230	IT	PfIT_050005700	RIFIN-B	Pf7G8-2_000094300:pseudogene	3
1231	IT	PfIT_050005800	RIFIN-A	PfIT_050005800	1
1232	IT	PfIT_050005900	RIFIN-B	PfCD01_050007200	2
1233	IT	PfIT_050006000	RIFIN-B	Pf7G8-2_000120000:pseudogene	4
1234	IT	PfIT_050038100	RIFIN-A	PfIT_050038100	1
1235	IT	PfIT_050038200	RIFIN-A	PfIT_050038200	1
1236	IT	PfIT_050038300	RIFIN-B	PfIT_050038300	1
1237	IT	PfIT_050038400	RIFIN-A	PfDd2_010005400	10
1238	IT	PfIT_060035500	RIFIN-A	PfDd2_060036400	5
1239	IT	PfIT_060035600	RIFIN-B	PfDd2_060036500	3
1240	IT	PfIT_060035700	RIFIN-B	PfDd2_060036600	4
1241	IT	PfIT_060035900	RIFIN-A	PfDd2_060036800	4
1242	IT	PfIT_060036500	RIFIN-A	PfGN01_130006500	3
1243	IT	PfIT_060036600	RIFIN-A	PfIT_060036600	1
1244	IT	PfIT_070006000	RIFIN-A	PfIT_070006000	1
1245	IT	PfIT_070006100	RIFIN-B	PfIT_070006100	2
1246	IT	PfIT_070006200	RIFIN-A	PfIT_070006200	1
1247	IT	PfIT_070006400	RIFIN-A	PfIT_070006400	1
1248	IT	PfIT_070006600	RIFIN-B	PfCD01_070005600	2
1249	IT	PfIT_070006700	RIFIN-A	PF3D7_0701800	15
1250	IT	PfIT_070017300	RIFIN-A	PF3D7_0713000	14
1251	IT	PfIT_070036000	RIFIN-A	PF3D7_1373000	8
1252	IT	PfIT_070036100	RIFIN-A	PfIT_070036100	1
1253	IT	PfIT_070036300	RIFIN-B	PfIT_070036300	1
1254	IT	PfIT_080005100	RIFIN-A	PfIT_080005100	1
1255	IT	PfIT_080005400	RIFIN-B	PfIT_080005400	1
1256	IT	PfIT_080005500	RIFIN-A	PfIT_080005500	1
1257	IT	PfIT_080005600	RIFIN-B	PfIT_080005600	1
1258	IT	PfIT_080005800	RIFIN-A	PfIT_080005800	1
1259	IT	PfIT_080037300	RIFIN-A	PfIT_080037300	3
1260	IT	PfIT_090005200	RIFIN-A	PF3D7_0900400	6
1261	IT	PfIT_090005300	RIFIN-A	PF3D7_1300400	16
1262	IT	PfIT_090005400	RIFIN-B	PfGA01_090005700	2
1263	IT	PfIT_090005500	RIFIN-A	PfIT_090005500	3
1264	IT	PfIT_090005800	RIFIN-A	PF3D7_0500500	12
1265	IT	PfIT_090005900	RIFIN-B	PfCD01_130005900	6
1266	IT	PfIT_090006300	RIFIN-A	PfDd2_090006900	6
1267	IT	PfIT_100043800	RIFIN-A	Pf7G8-2_000184700	3
1268	IT	PfIT_100043900	RIFIN-A	Pf7G8-2_000184600:pseudogene	5
1269	IT	PfIT_110005700	RIFIN-A	PfIT_110005700	1
1270	IT	PfIT_110006000	RIFIN-B	PF3D7_1040000	4
1271	IT	PfIT_120005600	RIFIN-A	PF3D7_0425900	6
1272	IT	PfIT_120005700	RIFIN-A	PfCD01_040030900	5
1273	IT	PfIT_120005800	RIFIN-B	PfIT_120005800	1
1274	IT	PfIT_120005900	RIFIN-A	PfGB4_070036900	4
1275	IT	PfIT_120045300	RIFIN-A	PfIT_120045300	1
1276	IT	PfIT_120045400	RIFIN-A	PfIT_120045400	1
1277	IT	PfIT_120045900	RIFIN-A	PF3D7_0808800	5
1278	IT	PfIT_120046000	RIFIN-A	PfIT_120046000	1
1279	IT	PfIT_120059400	RIFIN-A	PfDd2_130077800	9
1280	IT	PfIT_120059500	RIFIN-B	PfDd2_130077900	2
1281	IT	PfIT_120059600	RIFIN-B	PfDd2_130078000	2
1282	IT	PfIT_120059700	RIFIN-B	PfDd2_130078100	2
1283	IT	PfIT_120059900	RIFIN-A	PfDd2_130078300	4
1284	IT	PfIT_120060100	RIFIN-A	PfDd2_130078500	3
1285	IT	PfIT_120060200	RIFIN-A	PfDd2_130078600	2
1286	IT	PfIT_130005400	RIFIN-A	PfIT_130005400	1
1287	IT	PfIT_130005500	RIFIN-A	PfIT_130005500	1
1288	IT	PfIT_130005600	RIFIN-B	PfIT_130005600	1
1289	IT	PfIT_130005800	RIFIN-A	PfGA01_010019600	4
1290	IT	PfIT_130077100	RIFIN-A	PfDd2_040006200	9
1291	IT	PfIT_130077400	RIFIN-A	PfIT_130077400	1
1292	IT	PfIT_130077500	RIFIN-B	PfIT_130077500	1
1293	IT	PfIT_130077700	RIFIN-A	PfIT_130077700	1
1294	IT	PfIT_140006300	RIFIN-A	PF3D7_0600300	4
1295	IT	PfIT_140006500	RIFIN-A	PfIT_140006500	1
1296	IT	PfIT_140006600	RIFIN-A	PfGB4_070037100	2
1297	IT	PfIT_140006800	RIFIN-A	PfIT_140006800	1
1298	IT	PfIT_140006900	RIFIN-A	PfHB3_030028500	2
1299	IT	PfIT_140007000	RIFIN-B	PfGB4_140006500	3
1300	IT	PfIT_140007200	RIFIN-A	PfIT_140007200	1
1301	IT	PfIT_140085200	RIFIN-A	PF3D7_1253700	13
1302	IT	PfIT_140085500	RIFIN-B	Pf7G8-2_000552600	5
1303	IT	PfIT_140085600	RIFIN-A	PF3D7_0632700	9
1304	KE01	PfKE01_000005200	RIFIN-B	PfDd2_100045500	2
1305	KE01	PfKE01_000005400	RIFIN-A	PF3D7_0700300	8
1306	KE01	PfKE01_000005500	RIFIN-A	PF3D7_0900400	6
1307	KE01	PfKE01_000005700	RIFIN-B	PfKE01_000005700	2
1308	KE01	PfKE01_000005800	RIFIN-A	PfKE01_000005800	1
1309	KE01	PfKE01_000006000	RIFIN-A	PfKE01_000006000	1
1310	KE01	PfKE01_000006100	RIFIN-A	PfKE01_000006100	1
1311	KE01	PfKE01_000007700	RIFIN-A	PF3D7_0115200	6
1312	KE01	PfKE01_000008700	RIFIN-A	PfKE01_000008700	1
1313	KE01	PfKE01_000008800	RIFIN-B	PfKE01_000008800	1
1314	KE01	PfKE01_000008900	RIFIN-B	PfKE01_000008900	1
1315	KE01	PfKE01_000009000	RIFIN-B	PfKE01_000009000	1
1316	KE01	PfKE01_000009100	RIFIN-A	PfKE01_000009100	1
1317	KE01	PfKE01_000009300	RIFIN-A	PF3D7_1372600	15
1318	KE01	PfKE01_010005100	RIFIN-A	PfDd2_010019300	6
1319	KE01	PfKE01_010005200	RIFIN-A	PfKE01_010005200	1
1320	KE01	PfKE01_010005300	RIFIN-A	PfKE01_010005300	1
1321	KE01	PfKE01_020024600	RIFIN-B	Pf7G8-2_000325000	6
1322	KE01	PfKE01_020024700	RIFIN-A	PfKE01_020024700	1
1323	KE01	PfKE01_020024900	RIFIN-A	PfKE01_020024900	1
1324	KE01	PfKE01_030005300	RIFIN-A	PF3D7_1300400	16
1325	KE01	PfKE01_030005400	RIFIN-A	PF3D7_1253700	13
1326	KE01	PfKE01_030005500	RIFIN-A	PF3D7_0300800	11
1327	KE01	PfKE01_040005600	RIFIN-A	PF3D7_0900200	8
1328	KE01	PfKE01_040005900	RIFIN-B	PfKE01_040005900	1
1329	KE01	PfKE01_040006100	RIFIN-A	PfKE01_040006100	1
1330	KE01	PfKE01_040006200	RIFIN-A	PfKE01_040006200	1
1331	KE01	PfKE01_040006300	RIFIN-B	PfKE01_040006300	1
1332	KE01	PfKE01_040006400	RIFIN-A	Pf7G8-2_000216200	3
1333	KE01	PfKE01_040006500	RIFIN-B	PfKE01_040006500	1
1334	KE01	PfKE01_040006600	RIFIN-A	PF3D7_0200700	4
1335	KE01	PfKE01_040006900	RIFIN-A	PfKE01_040006900	1
1336	KE01	PfKE01_040007000	RIFIN-B	PfKE01_040007000	1
1337	KE01	PfKE01_040007100	RIFIN-A	PfKE01_040007100	1
1338	KE01	PfKE01_040007400	RIFIN-B	PfGN01_040005900	2
1339	KE01	PfKE01_040007600	RIFIN-A	PfKE01_040007600	1
1340	KE01	PfKE01_040008800	RIFIN-A	PF3D7_0402500	16
1341	KE01	PfKE01_040009000	RIFIN-A	PF3D7_0402700	16
1342	KE01	PfKE01_040019200	RIFIN-A	Pf7G8-2_000196300	7
1343	KE01	PfKE01_040019300	RIFIN-A	Pf7G8-2_000196400	7
1344	KE01	PfKE01_040020100	RIFIN-A	PfDd2_040018300	6
1345	KE01	PfKE01_040027800	RIFIN-A	PF3D7_0617700	6
1346	KE01	PfKE01_040028000	RIFIN-A	PfKE01_040028000	1
1347	KE01	PfKE01_040032200	RIFIN-B	PfKE01_040032200	1
1348	KE01	PfKE01_040032300	RIFIN-A	PfCD01_040030900	5
1349	KE01	PfKE01_040032400	RIFIN-B	PfKE01_040032400	2
1350	KE01	PfKE01_040032500	RIFIN-A	Pf7G8-2_000094100	6
1351	KE01	PfKE01_050005200	RIFIN-A	PF3D7_0500400	6
1352	KE01	PfKE01_050005300	RIFIN-B	PF3D7_0500500	12
1353	KE01	PfKE01_050036900	RIFIN-B	PF3D7_0532900	15
1354	KE01	PfKE01_050037200	RIFIN-A	PfCD01_110006400	2
1355	KE01	PfKE01_050037300	RIFIN-A	PfCD01_110006300	2
1356	KE01	PfKE01_050037500	RIFIN-B	PfKE01_050037500	1
1357	KE01	PfKE01_050037600	RIFIN-A	PfKE01_050037600	1
1358	KE01	PfKE01_050037700	RIFIN-A	PfKE01_050037700	1
1359	KE01	PfKE01_060005100	RIFIN-A	PfKE01_060005100	1
1360	KE01	PfKE01_060005400	RIFIN-B	PfKE01_060005400	1
1361	KE01	PfKE01_060005600	RIFIN-A	PfKE01_060005600	1
1362	KE01	PfKE01_060005700	RIFIN-A	PfGN01_110054000	2
1363	KE01	PfKE01_060005800	RIFIN-A	PfDd2_080005600	5
1364	KE01	PfKE01_060006100	RIFIN-A	PfKE01_060006100	1
1365	KE01	PfKE01_060006200	RIFIN-A	PfKE01_060006200	1
1366	KE01	PfKE01_060006600	RIFIN-B	PfKE01_060006600	1
1367	KE01	PfKE01_060006700	RIFIN-A	PfKE01_060006700	1
1368	KE01	PfKE01_060023800	RIFIN-A	PF3D7_0712500	14
1369	KE01	PfKE01_060038000	RIFIN-A	PfKE01_060038000	1
1370	KE01	PfKE01_060038100	RIFIN-B	PfKE01_060038100	1
1371	KE01	PfKE01_060038200	RIFIN-A	PF3D7_1000200	3
1372	KE01	PfKE01_060038500	RIFIN-A	Pf7G8-2_000403300	4
1373	KE01	PfKE01_070005100	RIFIN-B	PfCD01_080038400	4
1374	KE01	PfKE01_070005200	RIFIN-A	PfKE01_070005200	1
1375	KE01	PfKE01_070005300	RIFIN-A	PfDd2_010005400	10
1376	KE01	PfKE01_070005400	RIFIN-A	PF3D7_0701800	15
1377	KE01	PfKE01_070016100	RIFIN-A	PF3D7_0713000	14
1378	KE01	PfKE01_070034800	RIFIN-A	PfKE01_070034800	2
1379	KE01	PfKE01_070034900	RIFIN-B	PfKE01_070034900	1
1380	KE01	PfKE01_070035000	RIFIN-A	PF3D7_0425700	5
1381	KE01	PfKE01_070035200	RIFIN-A	PfKE01_070035200	1
1382	KE01	PfKE01_080005500	RIFIN-A	PfKE01_080005500	1
1383	KE01	PfKE01_080005700	RIFIN-A	PfKE01_080005700	1
1384	KE01	PfKE01_080005800	RIFIN-B	PfKE01_080005800	1
1385	KE01	PfKE01_080005900	RIFIN-A	PfKE01_080005900	1
1386	KE01	PfKE01_080006200	RIFIN-B	PfGN01_080006300	2
1387	KE01	PfKE01_080006300	RIFIN-A	PfKE01_080006300	1
1388	KE01	PfKE01_080037700	RIFIN-A	PfKE01_080037700	1
1389	KE01	PfKE01_090005400	RIFIN-A	PfKE01_090005400	1
1390	KE01	PfKE01_090005500	RIFIN-B	PF3D7_0900300	9
1391	KE01	PfKE01_090005700	RIFIN-A	PF3D7_1200500	3
1392	KE01	PfKE01_090005800	RIFIN-B	Pf7G8-2_000216300	3
1393	KE01	PfKE01_090005900	RIFIN-A	PfKE01_090005900	1
1394	KE01	PfKE01_100005600	RIFIN-A	PfGB4_030005900	2
1395	KE01	PfKE01_100005700	RIFIN-A	PfKE01_100005700	1
1396	KE01	PfKE01_100005900	RIFIN-A	PfKE01_100005900	1
1397	KE01	PfKE01_100006000	RIFIN-B	PF3D7_1000600	8
1398	KE01	PfKE01_100045300	RIFIN-A	PF3D7_1101400	5
1399	KE01	PfKE01_100045400	RIFIN-B	PfKE01_100045400	1
1400	KE01	PfKE01_110005700	RIFIN-A	PfKE01_110005700	1
1401	KE01	PfKE01_110005800	RIFIN-A	PF3D7_0632000	7
1402	KE01	PfKE01_110006000	RIFIN-B	PfKE01_110006000	1
1403	KE01	PfKE01_110006100	RIFIN-A	PfKE01_110006100	1
1404	KE01	PfKE01_110006200	RIFIN-A	PfKE01_110006200	1
1405	KE01	PfKE01_110053800	RIFIN-B	PF3D7_1149800	6
1406	KE01	PfKE01_110054000	RIFIN-A	PF3D7_1150200	3
1407	KE01	PfKE01_120005500	RIFIN-A	PfKE01_120005500	1
1408	KE01	PfKE01_120005700	RIFIN-B	PfKE01_120005700	1
1409	KE01	PfKE01_120005900	RIFIN-A	PfKE01_120005900	1
1410	KE01	PfKE01_120006000	RIFIN-A	PfKE01_120006000	1
1411	KE01	PfKE01_120059400	RIFIN-A	PfKE01_120059400	1
1412	KE01	PfKE01_120059600	RIFIN-A	PF3D7_1372700	3
1413	KE01	PfKE01_120059700	RIFIN-B	PfKE01_120059700	1
1414	KE01	PfKE01_120060000	RIFIN-A	PfKE01_120060000	2
1415	KE01	PfKE01_120060100	RIFIN-A	PfKE01_120060100	1
1416	KE01	PfKE01_120060200	RIFIN-A	PfKE01_120060200	1
1417	KE01	PfKE01_130005500	RIFIN-A	PfHB3_020005800	4
1418	KE01	PfKE01_130005700	RIFIN-A	PfDd2_050005600	4
1419	KE01	PfKE01_130005900	RIFIN-B	PfKE01_130005900	1
1420	KE01	PfKE01_130006000	RIFIN-A	PfKE01_130006000	1
1421	KE01	PfKE01_130006200	RIFIN-B	PfCD01_130005900	6
1422	KE01	PfKE01_140005400	RIFIN-A	PfKE01_140005400	1
1423	KE01	PfKE01_140005500	RIFIN-B	PfKE01_140005500	1
1424	KE01	PfKE01_140005900	RIFIN-A	PF3D7_1254700	5
1425	KE01	PfKE01_140083700	RIFIN-B	PfDd2_010005700	7
1426	KE01	PfKE01_140084100	RIFIN-A	PfKE01_140084100	1
1427	KH01	PfKH01_000027900	RIFIN-B	PF3D7_1372600	15
1428	KH01	PfKH01_000028000	RIFIN-A	PfKH01_000028000	1
1429	KH01	PfKH01_000028200	RIFIN-A	PfKH01_000028200	1
1430	KH01	PfKH01_000028800	RIFIN-B	PfKH01_000028800	1
1431	KH01	PfKH01_000029000	RIFIN-A	PfKH01_000029000	1
1432	KH01	PfKH01_000029400	RIFIN-A	PfKH01_000029400	2
1433	KH01	PfKH01_000029700	RIFIN-B	PF3D7_1149800	6
1434	KH01	PfKH01_000031800	RIFIN-A	PfKH01_000031800	1
1435	KH01	PfKH01_000032100	RIFIN-B	PfHB3_010019100	2
1436	KH01	PfKH01_000032200	RIFIN-A	PfKH01_000032200	1
1437	KH01	PfKH01_010006000	RIFIN-A	PfKH01_010006000	1
1438	KH01	PfKH01_010006100	RIFIN-A	Pf7G8-2_000248100:pseudogene	4
1439	KH01	PfKH01_010006200	RIFIN-B	PfDd2_050005200	4
1440	KH01	PfKH01_010006300	RIFIN-A	PfKH01_010006300	1
1441	KH01	PfKH01_010006500	RIFIN-A	PfKH01_010006500	1
1442	KH01	PfKH01_010006600	RIFIN-A	PfKH01_010006600	1
1443	KH01	PfKH01_010006700	RIFIN-A	PfKH01_010006700	1
1444	KH01	PfKH01_010006900	RIFIN-B	PfKH01_010006900	1
1445	KH01	PfKH01_010007000	RIFIN-A	PfKH01_010007000	1
1446	KH01	PfKH01_010007100	RIFIN-B	Pf7G8-2_000036000	6
1447	KH01	PfKH01_010020200	RIFIN-A	PfGA01_010019300	6
1448	KH01	PfKH01_010020300	RIFIN-A	PfKH01_010020300	1
1449	KH01	PfKH01_010020400	RIFIN-A	PfDd2_060005500	4
1450	KH01	PfKH01_010020700	RIFIN-A	PfKH01_010020700	1
1451	KH01	PfKH01_010020900	RIFIN-B	PfKH01_010020900	1
1452	KH01	PfKH01_010021000	RIFIN-A	PfKH01_010021000	1
1453	KH01	PfKH01_010021200	RIFIN-B	PfKH01_010021200	1
1454	KH01	PfKH01_010021300	RIFIN-A	PfKH01_010021300	1
1455	KH01	PfKH01_020005200	RIFIN-A	PfDd2_100045400	6
1456	KH01	PfKH01_020005300	RIFIN-A	PfKH01_020005300	1
1457	KH01	PfKH01_020005700	RIFIN-A	PfCD01_000005500	3
1458	KH01	PfKH01_020005800	RIFIN-A	PfKH01_020005800	1
1459	KH01	PfKH01_020006000	RIFIN-B	PfKE01_060037800	2
1460	KH01	PfKH01_020006100	RIFIN-A	PfKH01_020006100	1
1461	KH01	PfKH01_020006300	RIFIN-A	PfKH01_020006300	1
1462	KH01	PfKH01_020006500	RIFIN-A	Pf7G8-2_000049300	9
1463	KH01	PfKH01_020006600	RIFIN-A	PF3D7_0201200	10
1464	KH01	PfKH01_020027400	RIFIN-A	PfDd2_030029500	3
1465	KH01	PfKH01_020027500	RIFIN-B	PfKH01_020027500	1
1466	KH01	PfKH01_020027600	RIFIN-B	PfKH01_020027600	1
1467	KH01	PfKH01_020027900	RIFIN-A	PfKH01_020027900	1
1468	KH01	PfKH01_020028000	RIFIN-B	PfKH01_020028000	2
1469	KH01	PfKH01_020028100	RIFIN-A	PfKH01_020028100	1
1470	KH01	PfKH01_030005000	RIFIN-A	PfKH01_030005000	1
1471	KH01	PfKH01_030005200	RIFIN-A	PfGN01_020006000	2
1472	KH01	PfKH01_030005300	RIFIN-B	PfKH01_030005300	1
1473	KH01	PfKH01_030005400	RIFIN-A	PfKH01_030005400	1
1474	KH01	PfKH01_030005500	RIFIN-A	PfKH01_030005500	1
1475	KH01	PfKH01_030005600	RIFIN-A	PfKH01_030005600	1
1476	KH01	PfKH01_030029400	RIFIN-A	PF3D7_0222400	9
1477	KH01	PfKH01_030029500	RIFIN-B	PF3D7_1040100	4
1478	KH01	PfKH01_030029800	RIFIN-A	PfKH01_030029800	1
1479	KH01	PfKH01_030029900	RIFIN-B	PfKH01_030029900	1
1480	KH01	PfKH01_030030000	RIFIN-A	PfKH01_030030000	1
1481	KH01	PfKH01_030030100	RIFIN-A	PfKH01_030030100	1
1482	KH01	PfKH01_030030300	RIFIN-A	PF3D7_1100300	3
1483	KH01	PfKH01_040005900	RIFIN-A	PfKH01_040005900	1
1484	KH01	PfKH01_040006000	RIFIN-A	PfKH01_040006000	1
1485	KH01	PfKH01_040007200	RIFIN-A	PF3D7_0402500	16
1486	KH01	PfKH01_040007400	RIFIN-A	PF3D7_0402700	16
1487	KH01	PfKH01_040018000	RIFIN-A	PF3D7_0808800	5
1488	KH01	PfKH01_040018600	RIFIN-A	PfDd2_040018300	6
1489	KH01	PfKH01_040026400	RIFIN-A	PfKH01_040026400	1
1490	KH01	PfKH01_040026800	RIFIN-B	PfKH01_040026800	1
1491	KH01	PfKH01_040027000	RIFIN-A	PF3D7_0700300	8
1492	KH01	PfKH01_040027100	RIFIN-A	PF3D7_0700200	5
1493	KH01	PfKH01_040027200	RIFIN-A	Pf7G8-2_000215700	9
1494	KH01	PfKH01_040027400	RIFIN-B	PfKH01_040027400	1
1495	KH01	PfKH01_040027500	RIFIN-A	PfKH01_040027500	1
1496	KH01	PfKH01_040027600	RIFIN-A	PfKH01_040027600	1
1497	KH01	PfKH01_040027900	RIFIN-A	PF3D7_0421500	12
1498	KH01	PfKH01_050005700	RIFIN-A	PfDd2_080005600	5
1499	KH01	PfKH01_050006000	RIFIN-B	PfKH01_050006000	1
1500	KH01	PfKH01_050006100	RIFIN-A	PF3D7_0701100	4
1501	KH01	PfKH01_050006200	RIFIN-B	PF3D7_0900300	9
1502	KH01	PfKH01_050006300	RIFIN-A	PfKH01_050006300	1
1503	KH01	PfKH01_050038000	RIFIN-A	PfKH01_050038000	1
