Unnamed: 0.1	Gene ID	Genome	Chromosome	Start Position	End Position	Product Description	Cluster	Occupancy	Genes in cluster	Number of genes unmapped	Percentage of genes unmapped	Location
398	PfHB3_010019600	HB3	PfHB3_01	563857	571367	erythrocyte membrane protein 1 (PfEMP1), pseudogene	Pf7G8-2_000216000	3	Pf7G8_080005400, PfHB3_010019600, Pf7G8-2_000216000	3	100.0	Subtelomeric/Variable
399	PfHB3_020005900	HB3	PfHB3_02	28034	36838	erythrocyte membrane protein 1, PfEMP1	PfHB3_020005900	1	PfHB3_020005900	1	100.0	Subtelomeric/Variable
400	PfHB3_020026300	HB3	PfHB3_02	849572	850710	rifin	PfGN01_100045000	3	PfHB3_020026300, PfKH01_070005500, PfGN01_100045000	1	33.33333333333333	Core
401	PfHB3_020026400	HB3	PfHB3_02	852752	854083	rifin	PfHB3_020026400	1	PfHB3_020026400	1	100.0	Subtelomeric/Variable
402	PfHB3_020026500	HB3	PfHB3_02	855942	866664	erythrocyte membrane protein 1, PfEMP1	PfHB3_020026500	1	PfHB3_020026500	1	100.0	Subtelomeric/Variable
403	PfHB3_030028900	HB3	PfHB3_03	966121	967374	rifin	PfCD01_030005800	4	PfHB3_030028900, PfGA01_030006500, PfCD01_030005800, PfSN01_140087900	2	50.0	Subtelomeric/Variable
404	PfHB3_040017200	HB3	PfHB3_04	512042	513325	rifin	PfDd2_040018300	6	PfDd2_040018300, PfHB3_040017200, PfKE01_040020100, PfGB4_040018500, PfKH01_040018600, PfGN01_040018600	1	16.666666666666664	Core
405	PfHB3_050005200	HB3	PfHB3_05	15066	27121	erythrocyte membrane protein 1, PfEMP1	PfHB3_050005200	1	PfHB3_050005200	1	100.0	Subtelomeric/Variable
406	PfHB3_050038400	HB3	PfHB3_05	1375337	1376638	rifin	PfHB3_050038400	1	PfHB3_050038400	1	100.0	Subtelomeric/Variable
407	PfHB3_060021800	HB3	PfHB3_06	678501	686963	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000169900	7	Pf7G8_060022500, PfHB3_060021800, PfIT_060021400, PfKH02_060023700, Pf7G8-2_000169900, PfKH01_060024600, PfGN01_060023300	6	85.71428571428571	Core
408	PfHB3_060036100	HB3	PfHB3_06	1277140	1278229	rifin	PfDd2_060036600	4	PfDd2_060036600, PfHB3_060036100, PfIT_060035700, PfGB4_110057000	1	25.0	Subtelomeric/Variable
409	PfHB3_060036400	HB3	PfHB3_06	1287150	1288360	rifin	PfHB3_060036400	2	PfHB3_060036400, PfSN01_140087000	1	50.0	Subtelomeric/Variable
410	PfHB3_060036600	HB3	PfHB3_06	1293348	1294619	rifin	PfCD01_030006200	4	PfHB3_060036600, PfKH02_030006300, PfGA01_050037200, PfCD01_030006200	2	50.0	Subtelomeric/Variable
411	PfHB3_060037000	HB3	PfHB3_06	1306128	1315388	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000248200	3	Pf7G8_080038300, PfHB3_060037000, Pf7G8-2_000248200	1	33.33333333333333	Subtelomeric/Variable
412	PfHB3_070005200	HB3	PfHB3_07	21135	22460	erythrocyte membrane protein 1 (PfEMP1), exon 2	PfHB3_070005200	1	PfHB3_070005200	1	100.0	Subtelomeric/Variable
413	PfHB3_070005300	HB3	PfHB3_07	23548	33204	erythrocyte membrane protein 1, PfEMP1	PfHB3_070005300	1	PfHB3_070005300	1	100.0	Subtelomeric/Variable
414	PfHB3_070015700	HB3	PfHB3_07	485271	495874	erythrocyte membrane protein 1, PfEMP1	PfHB3_070015700	1	PfHB3_070015700	1	100.0	Core
415	PfHB3_070016000	HB3	PfHB3_07	510384	520344	erythrocyte membrane protein 1, PfEMP1	PfGN01_070017800	2	PfHB3_070016000, PfGN01_070017800	1	50.0	Subtelomeric/Variable
416	PfHB3_080005000	HB3	PfHB3_08	1790	3115	acidic terminal segments, variant surface antigen of PfEMP1, putative	PfDd2_040026300	6	PfDd2_040026300, Pf7G8_030005800, PfHB3_080005000, PfKE01_040027900, Pf7G8-2_000069600:pseudogene, PfGA01_040025800	4	66.66666666666666	Subtelomeric/Variable
417	PfHB3_080013600	HB3	PfHB3_08	404704	413113	erythrocyte membrane protein 1, PfEMP1	PfHB3_080013600	2	PfHB3_080013600, PfKH02_080014300	2	100.0	Subtelomeric/Variable
418	PfHB3_080013800	HB3	PfHB3_08	421442	430975	erythrocyte membrane protein 1, PfEMP1	PfDd2_080014100	9	PfDd2_080014100, Pf7G8_070017600, PfHB3_080013800, PfIT_120045600, PfKH02_070015500, Pf7G8-2_000196200, PfKH01_080013300, PfCD01_070016000, PfSN01_070017300	2	22.22222222222222	Subtelomeric/Variable
419	PfHB3_080014200	HB3	PfHB3_08	450772	460803	erythrocyte membrane protein 1, PfEMP1	PfHB3_080014200	1	PfHB3_080014200	1	100.0	Subtelomeric/Variable
420	PfHB3_080014600	HB3	PfHB3_08	472617	479462	erythrocyte membrane protein 1, PfEMP1	PfHB3_080014600	1	PfHB3_080014600	1	100.0	Core
421	PfHB3_090005500	HB3	PfHB3_09	21644	31553	erythrocyte membrane protein 1, PfEMP1	PfHB3_090005500	1	PfHB3_090005500	1	100.0	Subtelomeric/Variable
422	PfHB3_100039500	HB3	PfHB3_10	1347853	1351239	S-antigen	PfHB3_100039500	1	PfHB3_100039500	1	100.0	Core
423	PfHB3_100043300	HB3	PfHB3_10	1526241	1527678	hypothetical protein	Pf7G8_100043300	3	Pf7G8_100043300, PfHB3_100043300, PfIT_100043000	3	100.0	Subtelomeric/Variable
424	PfHB3_100043700	HB3	PfHB3_10	1550401	1551213	Plasmodium exported protein, unknown function	Pf7G8_100043800	4	Pf7G8_100043800, PfHB3_100043700, PfGA01_040030200, PfSN01_140006900	4	100.0	Subtelomeric/Variable
425	PfHB3_100044200	HB3	PfHB3_10	1564062	1565251	stevor	PfGA01_040030700	3	PfHB3_100044200, PfGA01_040030700, PfSN01_140006500	2	66.66666666666666	Subtelomeric/Variable
426	PfHB3_110028200	HB3	PfHB3_11	895592	899710	hypothetical protein	PfDd2_110027900	7	PfDd2_110027900, Pf7G8_110028600, PfHB3_110028200, PfIT_110029200, PfKH02_110030000, Pf7G8-2_000347600, Pf7G8-2_000347700, PfKH01_110029000	6	85.71428571428571	Core
427	PfHB3_120045000	HB3	PfHB3_12	1684831	1694581	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000389700	4	Pf7G8_120045700, PfHB3_120045000, Pf7G8-2_000389700, PfGB4_120045400	2	50.0	Core
428	PfHB3_120045300	HB3	PfHB3_12	1706721	1717855	erythrocyte membrane protein 1, PfEMP1	PfDd2_010005500	4	PfDd2_010005500, PfHB3_120045300, PfGB4_000013800, PfGA01_110054000	3	75.0	Subtelomeric/Variable
429	PfHB3_120045400	HB3	PfHB3_12	1721869	1723090	rifin	PfHB3_120045400	1	PfHB3_120045400	1	100.0	Subtelomeric/Variable
430	PfHB3_120058300	HB3	PfHB3_12	2193529	2194127	hypothetical protein	PfDd2_040030400	7	PfDd2_040030400, PfHB3_120058300, PfIT_040030000, PfKH02_040030900, PfGB4_040030200, PfSN01_040030100, PfNF166_040031100	7	100.0	Subtelomeric/Variable
431	PfHB3_130006100	HB3	PfHB3_13	59251	60449	rifin	PfHB3_130006100	1	PfHB3_130006100	1	100.0	Subtelomeric/Variable
432	PfHB3_130007700	HB3	PfHB3_13	125854	132678	surface-associated interspersed protein (SURFIN)	PfGA01_130007400	7	PfHB3_130007700, PfIT_130006700, PfKH02_000009900, PfGA01_130007400, PfGN01_130008100, PfSN01_000019600, PfNF166_130007200	7	100.0	Core
433	PfHB3_130008300	HB3	PfHB3_13	148862	149896	hypothetical protein	PfDd2_130007800	11	PfDd2_130007800, Pf7G8_130006400, PfHB3_130008300, PfIT_130007200, PfKE01_130007600, PfGB4_130007900, PfKH01_130006200, PfGA01_130008000, PfGN01_130008700, PfCD01_130007500, PfSN01_130005000	11	100.0	Core
434	PfHB3_130070300	HB3	PfHB3_13	2594977	2595483	hypothetical protein	PfDd2_130069700	15	PfDd2_130069700, Pf7G8_130068400, PfHB3_130070300, PfIT_130069200, PfKH02_130066800, PfKE01_130069500, Pf7G8-2_000466300, PfGB4_130069800, PfKH01_130067900, PfGA01_130070000, PfGN01_130070600, PfCD01_130069500, PfSN01_130066900, PfNF166_130068800, PfNF54_130068500	15	100.0	Core
435	PfHB3_130078800	HB3	PfHB3_13	2932159	2933381	rifin	PfGA01_110005700	2	PfHB3_130078800, PfGA01_110005700	2	100.0	Subtelomeric/Variable
436	PfHB3_130080100	HB3	PfHB3_13	2968768	2979560	erythrocyte membrane protein 1, PfEMP1	PfHB3_130080100	3	PfHB3_130080100, PfSN01_000020900, PfNF166_000006800	3	100.0	Subtelomeric/Variable
437	PfHB3_130080200	HB3	PfHB3_13	2980633	2981958	erythrocyte membrane protein 1 (PfEMP1), exon 2	PfHB3_130080200	1	PfHB3_130080200	1	100.0	Subtelomeric/Variable
438	PfHB3_140005500	HB3	PfHB3_14	25602	34596	erythrocyte membrane protein 1, PfEMP1	PfHB3_140005500	2	PfHB3_140005500, PfKH01_030030500	1	50.0	Subtelomeric/Variable
439	PfHB3_140006500	HB3	PfHB3_14	62870	64052	rifin	PfHB3_140006500	1	PfHB3_140006500	1	100.0	Subtelomeric/Variable
440	PfIT_000006900	IT	PfIT_00_11	1203	2461	rifin	PfIT_000006900	1	PfIT_000006900	1	100.0	Subtelomeric/Variable
441	PfIT_000007150	IT	PfIT_00_11	10125	10726	Plasmodium exported protein (hyp10), unknown function, pseudogene	PfIT_000007150	1	PfIT_000007150	1	100.0	Subtelomeric/Variable
442	PfIT_000007600	IT	PfIT_00_11	26044	27284	rifin	PfIT_000007600	1	PfIT_000007600	1	100.0	Subtelomeric/Variable
443	PfIT_000009600	IT	PfIT_00_4	27754	29027	rifin	PfIT_000009600	1	PfIT_000009600	1	100.0	Subtelomeric/Variable
444	PfIT_000010800	IT	PfIT_00_6	9054	16651	erythrocyte membrane protein 1, PfEMP1	PfIT_000010800	1	PfIT_000010800	1	100.0	Subtelomeric/Variable
445	PfIT_010005000	IT	PfIT_01	12383	23123	erythrocyte membrane protein 1, PfEMP1	PfDd2_010005300	2	PfDd2_010005300, PfIT_010005000	1	50.0	Subtelomeric/Variable
446	PfIT_020005200	IT	PfIT_02	19326	29055	erythrocyte membrane protein 1, PfEMP1	PfIT_020005200	1	PfIT_020005200	1	100.0	Subtelomeric/Variable
447	PfIT_020005600	IT	PfIT_02	42081	43163	rifin	PfIT_020005600	1	PfIT_020005600	1	100.0	Subtelomeric/Variable
448	PfIT_020026900	IT	PfIT_02	879544	880625	rifin	PfGN01_120006500	3	PfIT_020026900, PfKH01_060007700, PfGN01_120006500	2	66.66666666666666	Subtelomeric/Variable
449	PfIT_030029700	IT	PfIT_03	1008347	1019244	erythrocyte membrane protein 1, PfEMP1	PfIT_030029700	1	PfIT_030029700	1	100.0	Subtelomeric/Variable
450	PfIT_030029800	IT	PfIT_03	1020361	1030771	erythrocyte membrane protein 1, PfEMP1	PfIT_030029800	1	PfIT_030029800	1	100.0	Subtelomeric/Variable
451	PfIT_040025300	IT	PfIT_04	889735	895094	erythrocyte membrane protein 1, PfEMP1	PfIT_040025300	1	PfIT_040025300	1	100.0	Subtelomeric/Variable
452	PfIT_040025800	IT	PfIT_04	917623	925431	erythrocyte membrane protein 1, PfEMP1	PfGN01_080014400	2	PfIT_040025800, PfGN01_080014400	1	50.0	Subtelomeric/Variable
453	PfIT_040030000	IT	PfIT_04	1096379	1096983	Plasmodium exported protein (hyp10), unknown function	PfDd2_040030400	7	PfDd2_040030400, PfHB3_120058300, PfIT_040030000, PfKH02_040030900, PfGB4_040030200, PfSN01_040030100, PfNF166_040031100	7	100.0	Subtelomeric/Variable
454	PfIT_040030600	IT	PfIT_04	1111903	1119576	erythrocyte membrane protein 1, PfEMP1	PfIT_040030600	1	PfIT_040030600	1	100.0	Subtelomeric/Variable
455	PfIT_060021400	IT	PfIT_06	676147	684743	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000169900	7	Pf7G8_060022500, PfHB3_060021800, PfIT_060021400, PfKH02_060023700, Pf7G8-2_000169900, PfKH01_060024600, PfGN01_060023300	6	85.71428571428571	Core
456	PfIT_060036200	IT	PfIT_06	1304083	1304898	Plasmodium exported protein, unknown function	Pf7G8-2_000185000	4	Pf7G8_070006000, PfIT_060036200, Pf7G8-2_000185000, PfCD01_000008100	4	100.0	Subtelomeric/Variable
457	PfIT_060036500	IT	PfIT_06	1312758	1313901	rifin	PfGN01_130006500	3	PfIT_060036500, PfKH02_020005200, PfGN01_130006500	2	66.66666666666666	Subtelomeric/Variable
458	PfIT_070005900	IT	PfIT_07	39254	49905	erythrocyte membrane protein 1, PfEMP1	PfIT_070005900	1	PfIT_070005900	1	100.0	Subtelomeric/Variable
459	PfIT_070006000	IT	PfIT_07	52712	53982	rifin	PfIT_070006000	1	PfIT_070006000	1	100.0	Subtelomeric/Variable
460	PfIT_070016600	IT	PfIT_07	509704	520490	erythrocyte membrane protein 1, PfEMP1	PfDd2_070015900	2	PfDd2_070015900, PfIT_070016600	2	100.0	Core
461	PfIT_070016700	IT	PfIT_07	523256	533338	erythrocyte membrane protein 1, PfEMP1	PfDd2_070016000	3	PfDd2_070016000, PfIT_070016700, PfGN01_000022000	2	66.66666666666666	Subtelomeric/Variable
462	PfIT_070016900	IT	PfIT_07	540958	550027	erythrocyte membrane protein 1, PfEMP1	PfDd2_070016200	3	PfDd2_070016200, PfIT_070016900, PfGB4_070017900	3	100.0	Subtelomeric/Variable
463	PfIT_070017000	IT	PfIT_07	551454	561348	erythrocyte membrane protein 1, PfEMP1	PfDd2_070016300	3	PfDd2_070016300, PfIT_070017000, PfGB4_070018000	1	33.33333333333333	Subtelomeric/Variable
464	PfIT_070017100	IT	PfIT_07	563210	572167	erythrocyte membrane protein 1, PfEMP1	PfDd2_070016400	3	PfDd2_070016400, PfIT_070017100, PfGB4_070018100	3	100.0	Subtelomeric/Variable
465	PfIT_080005600	IT	PfIT_08	18283	19406	rifin	PfIT_080005600	1	PfIT_080005600	1	100.0	Subtelomeric/Variable
466	PfIT_080014100	IT	PfIT_08	411066	418387	erythrocyte membrane protein 1, PfEMP1	PfGA01_080012800	2	PfIT_080014100, PfGA01_080012800	2	100.0	Core
467	PfIT_090005900	IT	PfIT_09	38874	39958	rifin	PfCD01_130005900	6	PfHB3_130006700, PfIT_090005900, PfKE01_130006200, PfGN01_130007100, PfCD01_130005900, PfSN01_120059900	1	16.666666666666664	Subtelomeric/Variable
468	PfIT_100039100	IT	PfIT_10	1332698	1334764	S-antigen	PfIT_100039100	2	PfIT_100039100, PfNF166_100039800	2	100.0	Core
469	PfIT_100043000	IT	PfIT_10	1518602	1520001	rifin, pseudogene	Pf7G8_100043300	3	Pf7G8_100043300, PfHB3_100043300, PfIT_100043000	3	100.0	Subtelomeric/Variable
470	PfIT_100043300	IT	PfIT_10	1529516	1530053	hypothetical protein	Pf7G8_070006200	3	Pf7G8_070006200, PfIT_100043300, PfGA01_040030000	3	100.0	Subtelomeric/Variable
471	PfIT_100043400	IT	PfIT_10	1532198	1532938	Plasmodium exported protein (PHISTa), unknown function	PfIT_100043400	1	PfIT_100043400	1	100.0	Subtelomeric/Variable
472	PfIT_100043500	IT	PfIT_10	1534417	1535228	Plasmodium exported protein (hyp15), unknown function	PfIT_100043500	1	PfIT_100043500	1	100.0	Subtelomeric/Variable
473	PfIT_100044000	IT	PfIT_10	1550853	1561414	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000152300	5	Pf7G8_050038200, PfIT_100044000, Pf7G8-2_000152300, PfKH01_080037900, PfGN01_070005500	1	20.0	Subtelomeric/Variable
474	PfIT_110029200	IT	PfIT_11	940439	944670	hypothetical protein	PfDd2_110027900	7	PfDd2_110027900, Pf7G8_110028600, PfHB3_110028200, PfIT_110029200, PfKH02_110030000, Pf7G8-2_000347600, Pf7G8-2_000347700, PfKH01_110029000	6	85.71428571428571	Core
475	PfIT_120024500	IT	PfIT_12	768886	778539	erythrocyte membrane protein 1, PfEMP1	PfIT_120024500	1	PfIT_120024500	1	100.0	Core
476	PfIT_120045700	IT	PfIT_12	1733465	1741704	erythrocyte membrane protein 1, PfEMP1	PfIT_120045700	2	PfIT_120045700, PfNF166_120046700	1	50.0	Subtelomeric/Variable
477	PfIT_120046000	IT	PfIT_12	1761515	1762641	rifin	PfIT_120046000	1	PfIT_120046000	1	100.0	Subtelomeric/Variable
478	PfIT_120058800	IT	PfIT_12	2216424	2217401	Plasmodium RESA N-terminal, putative	Pf7G8_120059150	10	Pf7G8_120059150, PfHB3_120058250, PfIT_120058800, PfKH02_120058150, PfKE01_120058900, PfGB4_120058800, PfKH01_120059550, PfGA01_120058900, PfGN01_120059700, PfSN01_120058900	9	90.0	Core
479	PfIT_120059900	IT	PfIT_12	2253005	2254209	rifin	PfDd2_130078300	4	PfDd2_130078300, Pf7G8_030006100, PfIT_120059900, Pf7G8-2_000069900	4	100.0	Subtelomeric/Variable
480	PfIT_120060300	IT	PfIT_12	2268381	2277078	erythrocyte membrane protein 1, PfEMP1	PfGN01_130005700	2	PfIT_120060300, PfGN01_130005700	2	100.0	Subtelomeric/Variable
481	PfIT_130005200	IT	PfIT_13	19349	30309	erythrocyte membrane protein 1, PfEMP1	PfIT_130005200	1	PfIT_130005200	1	100.0	Subtelomeric/Variable
482	PfIT_130005300	IT	PfIT_13	31337	40756	erythrocyte membrane protein 1, PfEMP1	PfIT_130005300	2	PfIT_130005300, PfSN01_000010300	1	50.0	Subtelomeric/Variable
483	PfIT_130005600	IT	PfIT_13	50534	51658	rifin	PfIT_130005600	1	PfIT_130005600	1	100.0	Subtelomeric/Variable
484	PfIT_130006700	IT	PfIT_13	104487	111218	surface-associated interspersed protein 13.1 (SURFIN 13.1)	PfGA01_130007400	7	PfHB3_130007700, PfIT_130006700, PfKH02_000009900, PfGA01_130007400, PfGN01_130008100, PfSN01_000019600, PfNF166_130007200	7	100.0	Core
485	PfIT_130007200	IT	PfIT_13	128498	129532	gametocyte associated protein, pseudogene	PfDd2_130007800	11	PfDd2_130007800, Pf7G8_130006400, PfHB3_130008300, PfIT_130007200, PfKE01_130007600, PfGB4_130007900, PfKH01_130006200, PfGA01_130008000, PfGN01_130008700, PfCD01_130007500, PfSN01_130005000	11	100.0	Core
486	PfIT_130069200	IT	PfIT_13	2573423	2573929	hypothetical protein	PfDd2_130069700	15	PfDd2_130069700, Pf7G8_130068400, PfHB3_130070300, PfIT_130069200, PfKH02_130066800, PfKE01_130069500, Pf7G8-2_000466300, PfGB4_130069800, PfKH01_130067900, PfGA01_130070000, PfGN01_130070600, PfCD01_130069500, PfSN01_130066900, PfNF166_130068800, PfNF54_130068500	15	100.0	Core
487	PfIT_130077800	IT	PfIT_13	2912618	2921693	erythrocyte membrane protein 1, PfEMP1	PfIT_130077800	1	PfIT_130077800	1	100.0	Subtelomeric/Variable
488	PfIT_140006500	IT	PfIT_14	74677	75815	rifin	PfIT_140006500	1	PfIT_140006500	1	100.0	Subtelomeric/Variable
489	PfIT_140085500	IT	PfIT_14	3341111	3342204	rifin	Pf7G8-2_000552600	5	Pf7G8_140084300, PfIT_140085500, PfKH02_000009000, Pf7G8-2_000552600, PfGB4_140085000	1	20.0	Subtelomeric/Variable
490	PfIT_140085700	IT	PfIT_14	3347657	3359568	erythrocyte membrane protein 1, PfEMP1	PfCD01_110005900	2	PfIT_140085700, PfCD01_110005900	2	100.0	Subtelomeric/Variable
491	PfKE01_010005000	KE01	PfKE01_01	4592	16343	erythrocyte membrane protein 1, PfEMP1	PfKE01_010005000	1	PfKE01_010005000	1	100.0	Subtelomeric/Variable
492	PfKE01_020024600	KE01	PfKE01_02	769852	770882	rifin	Pf7G8-2_000325000	6	Pf7G8_110005400, PfKE01_020024600, Pf7G8-2_000325000, PfGA01_020025200, PfCD01_050006100, PfSN01_000011300	2	33.33333333333333	Subtelomeric/Variable
493	PfKE01_030005200	KE01	PfKE01_03	26106	33791	erythrocyte membrane protein 1 (PfEMP1), exon 1	PfKE01_030005200	1	PfKE01_030005200	1	100.0	Subtelomeric/Variable
494	PfKE01_040005900	KE01	PfKE01_04	42360	43430	rifin	PfKE01_040005900	1	PfKE01_040005900	1	100.0	Subtelomeric/Variable
495	PfKE01_040006100	KE01	PfKE01_04	48257	49427	rifin	PfKE01_040006100	1	PfKE01_040006100	1	100.0	Subtelomeric/Variable
496	PfKE01_040006900	KE01	PfKE01_04	72194	73455	rifin	PfKE01_040006900	1	PfKE01_040006900	1	100.0	Subtelomeric/Variable
497	PfKE01_040007100	KE01	PfKE01_04	78774	80091	rifin	PfKE01_040007100	1	PfKE01_040007100	1	100.0	Subtelomeric/Variable
498	PfKE01_040027600	KE01	PfKE01_04	949796	957355	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000113600	4	Pf7G8_040025600, PfKE01_040027600, Pf7G8-2_000113600, PfKH01_000028300	4	100.0	Core
499	PfKE01_040027900	KE01	PfKE01_04	971764	980555	erythrocyte membrane protein 1, PfEMP1	PfDd2_040026300	6	PfDd2_040026300, Pf7G8_030005800, PfHB3_080005000, PfKE01_040027900, Pf7G8-2_000069600:pseudogene, PfGA01_040025800	4	66.66666666666666	Core
500	PfKE01_050037800	KE01	PfKE01_05	1344513	1354733	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000552900	5	Pf7G8_140084600, PfKE01_050037800, Pf7G8-2_000552900, PfGA01_000007700, PfSN01_000015500	2	40.0	Subtelomeric/Variable
501	PfKE01_050038100	KE01	PfKE01_05	1356594	1368636	erythrocyte membrane protein 1 (PfEMP1), pseudogene	PfGN01_060005900	2	PfKE01_050038100, PfGN01_060005900	2	100.0	Subtelomeric/Variable
502	PfKE01_060005000	KE01	PfKE01_06	1440	5830	erythrocyte membrane protein 1, PfEMP1	PfKE01_060005000	1	PfKE01_060005000	1	100.0	Subtelomeric/Variable
503	PfKE01_060005600	KE01	PfKE01_06	22597	23805	rifin	PfKE01_060005600	1	PfKE01_060005600	1	100.0	Subtelomeric/Variable
504	PfKE01_060005800	KE01	PfKE01_06	28211	29520	rifin	PfDd2_080005600	5	PfDd2_080005600, PfKH02_010019200, PfKE01_060005800, PfKH01_050005700, PfSN01_120006300	1	20.0	Subtelomeric/Variable
505	PfKE01_060005900	KE01	PfKE01_06	31197	32366	erythrocyte membrane protein 1 (PfEMP1), exon 2	PfKE01_060005900	1	PfKE01_060005900	1	100.0	Subtelomeric/Variable
506	PfKE01_060006600	KE01	PfKE01_06	48239	49316	rifin	PfKE01_060006600	1	PfKE01_060006600	1	100.0	Subtelomeric/Variable
507	PfKE01_070015300	KE01	PfKE01_07	451820	463345	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000195900	5	Pf7G8_070017100, PfKE01_070015300, Pf7G8-2_000195900, PfKH01_080013900, PfCD01_070015600	4	80.0	Core
508	PfKE01_070015800	KE01	PfKE01_07	489009	496452	erythrocyte membrane protein 1, PfEMP1	PfKE01_070015800	1	PfKE01_070015800	1	100.0	Subtelomeric/Variable
509	PfKE01_070034800	KE01	PfKE01_07	1301272	1302583	rifin	PfKE01_070034800	2	PfKE01_070034800, PfKH01_070035700	1	50.0	Subtelomeric/Variable
510	PfKE01_070035100	KE01	PfKE01_07	1312778	1323598	erythrocyte membrane protein 1, PfEMP1	PfKE01_070035100	1	PfKE01_070035100	1	100.0	Subtelomeric/Variable
511	PfKE01_070035300	KE01	PfKE01_07	1328994	1338075	erythrocyte membrane protein 1, PfEMP1	PfKE01_070035300	1	PfKE01_070035300	1	100.0	Subtelomeric/Variable
512	PfKE01_080005600	KE01	PfKE01_08	35357	45045	erythrocyte membrane protein 1, PfEMP1	PfKE01_080005600	1	PfKE01_080005600	1	100.0	Subtelomeric/Variable
513	PfKE01_080014300	KE01	PfKE01_08	441094	450694	erythrocyte membrane protein 1, PfEMP1	PfGB4_050005400	2	PfKE01_080014300, PfGB4_050005400	2	100.0	Subtelomeric/Variable
514	PfKE01_080037600	KE01	PfKE01_08	1394832	1404981	erythrocyte membrane protein 1, PfEMP1	PfKE01_080037600	1	PfKE01_080037600	1	100.0	Subtelomeric/Variable
515	PfKE01_080037800	KE01	PfKE01_08	1410058	1418928	erythrocyte membrane protein 1, PfEMP1	PfKE01_080037800	1	PfKE01_080037800	1	100.0	Subtelomeric/Variable
516	PfKE01_100040400	KE01	PfKE01_10	1407600	1408166	S-antigen	PfGN01_100040600	2	PfKE01_100040400, PfGN01_100040600	2	100.0	Core
517	PfKE01_110006200	KE01	PfKE01_11	47298	48538	rifin	PfKE01_110006200	1	PfKE01_110006200	1	100.0	Subtelomeric/Variable
518	PfKE01_120005900	KE01	PfKE01_12	40763	41936	rifin	PfKE01_120005900	1	PfKE01_120005900	1	100.0	Subtelomeric/Variable
519	PfKE01_120006100	KE01	PfKE01_12	46173	56246	erythrocyte membrane protein 1, PfEMP1	PfKE01_120006100	1	PfKE01_120006100	1	100.0	Subtelomeric/Variable
520	PfKE01_120024500	KE01	PfKE01_12	766564	773701	erythrocyte membrane protein 1, PfEMP1	PfKE01_120024500	1	PfKE01_120024500	1	100.0	Core
521	PfKE01_120045900	KE01	PfKE01_12	1736030	1743927	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000390200	4	Pf7G8_120046400, PfKE01_120045900, Pf7G8-2_000390200, PfCD01_120045700	1	25.0	Core
522	PfKE01_120046300	KE01	PfKE01_12	1763106	1771004	erythrocyte membrane protein 1, PfEMP1	PfKE01_120046300	1	PfKE01_120046300	1	100.0	Core
523	PfKE01_120058900	KE01	PfKE01_12	2213597	2214574	Plasmodium RESA N-terminal, putative	Pf7G8_120059150	10	Pf7G8_120059150, PfHB3_120058250, PfIT_120058800, PfKH02_120058150, PfKE01_120058900, PfGB4_120058800, PfKH01_120059550, PfGA01_120058900, PfGN01_120059700, PfSN01_120058900	9	90.0	Core
524	PfKE01_130005400	KE01	PfKE01_13	23472	30635	erythrocyte membrane protein 1, PfEMP1	PfKE01_130005400	1	PfKE01_130005400	1	100.0	Subtelomeric/Variable
525	PfKE01_130005500	KE01	PfKE01_13	32558	33819	rifin	PfHB3_020005800	4	PfHB3_020005800, PfKE01_130005500, PfSN01_110052900, PfNF166_120007100	1	25.0	Subtelomeric/Variable
526	PfKE01_130005600	KE01	PfKE01_13	36009	41825	erythrocyte membrane protein 1, PfEMP1	PfKE01_130005600	1	PfKE01_130005600	1	100.0	Subtelomeric/Variable
527	PfKE01_130007600	KE01	PfKE01_13	121852	122907	hypothetical protein	PfDd2_130007800	11	PfDd2_130007800, Pf7G8_130006400, PfHB3_130008300, PfIT_130007200, PfKE01_130007600, PfGB4_130007900, PfKH01_130006200, PfGA01_130008000, PfGN01_130008700, PfCD01_130007500, PfSN01_130005000	11	100.0	Core
528	PfKE01_130069500	KE01	PfKE01_13	2570360	2570866	hypothetical protein	PfDd2_130069700	15	PfDd2_130069700, Pf7G8_130068400, PfHB3_130070300, PfIT_130069200, PfKH02_130066800, PfKE01_130069500, Pf7G8-2_000466300, PfGB4_130069800, PfKH01_130067900, PfGA01_130070000, PfGN01_130070600, PfCD01_130069500, PfSN01_130066900, PfNF166_130068800, PfNF54_130068500	15	100.0	Core
529	PfKE01_130077800	KE01	PfKE01_13	2866195	2866431	rifin	PfKE01_130077800	1	PfKE01_130077800	1	100.0	Subtelomeric/Variable
530	PfKH01_000005000	KH01	PfKH01_00_1	328	8379	erythrocyte membrane protein 1 (PfEMP1), exon 1	PfKH01_000005000	1	PfKH01_000005000	1	100.0	Subtelomeric/Variable
