source:/mnt/hc-storage/users/freyja/get_pangenes/inputs_for_growth_pangenes/PlasmoDB68_PfalciparumNF135C10_0taxa_2neigh_algMmap_/PlasmoDB-68PfalciparumNF135C10	PlasmoDB-68_PfalciparumNF135C10	PlasmoDB-68_Pfalciparum7G8-2019	PlasmoDB-68_PfalciparumIT	PlasmoDB-68_Pfalciparum7G8	PlasmoDB-68_PfalciparumNF166	PlasmoDB-68_PfalciparumDd2	PlasmoDB-68_PfalciparumHB3	PlasmoDB-68_PfalciparumKH02	PlasmoDB-68_Pfalciparum3D7	PlasmoDB-68_PfalciparumSD01	PlasmoDB-68_PfalciparumKE01	PlasmoDB-68_PfalciparumNF54	PlasmoDB-68_PfalciparumSN01	PlasmoDB-68_PfalciparumGB4	PlasmoDB-68_PfalciparumKH01	PlasmoDB-68_PfalciparumGN01	PlasmoDB-68_PfalciparumGA01	PlasmoDB-68_PfalciparumCD01	PlasmoDB-68_PfalciparumTG01	PlasmoDB-68_PfalciparumML01	
PfML01_040007000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_000038100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_140005900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_040019300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_040019400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_040019500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfKH01_100045000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfTG01_040027300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfCD01_040026700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
PfML01_070017200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_040028000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_040028100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfTG01_040030700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfHB3_140006400	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfKH02_060006500	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PfML01_000016300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfTG01_000007800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_000019400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_050037900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfML01_050037700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_050037600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfNF54_060036200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PfGB4_110007900	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfKH02_110006400	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PfGN01_060038300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PfML01_040005800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfIT_100043600	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfIT_100043500	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfIT_100043400	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_070007100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfML01_080014400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_040018900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfHB3_040017100	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfKH01_070016500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfKH01_080013100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfKH01_080013000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfNF135_070014700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfSN01_120046100	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfSN01_040017600	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfTG01_080014800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfKE01_120045500	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
PfKE01_040019600	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
PfKE01_120045200	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
PfGB4_080013700	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfGB4_120046000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfNF54_040018100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PfTG01_070036400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfKH01_000029200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfKH01_000029100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfKH01_020027800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfSN01_000012500	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfSN01_100005800	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfSN01_000014700	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfSN01_000011600	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfGN01_070006500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PfTG01_000022500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_010006800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_090041900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_090042000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfSD01_050038100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
PfNF166_070005300	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_000033800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfML01_110054900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_090005700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfKH02_140005600	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_080039200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_080039100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfKH01_110006200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfCD01_100044300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
PfNF135_060035400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_060035500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_060035600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF166_110006300	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF54_110007300	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PfHB3_000007000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfGB4_110055700	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfGA01_120046000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PfGA01_120046100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PfML01_120059400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfTG01_000035200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_000020500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfML01_000039200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfGB4_040005700	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfGB4_000010900	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfML01_000037900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_000037000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfTG01_140006300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_090005100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfNF135_090042400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfKH01_070005100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfGA01_110054100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PfML01_000015700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_030030100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfKE01_070035200	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
PfGB4_080037400	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfGB4_110056000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfHB3_070005200	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_000042100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfIT_100043700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfIT_130005900	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_000066300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_000066600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_000065600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_080014500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfCD01_120045500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
PfML01_000092500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_000005900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_000006400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_000092100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfGB4_120045500	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfGN01_110053700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PfTG01_070036000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfHB3_000006900	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfGB4_110055800	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfML01_120059500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfNF135_120058400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfKH01_000028000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfNF166_000006400	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_000054400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_000067500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfML01_000111900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfSN01_040005900	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfIT_040005700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_000042600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_000019500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfML01_000038300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfGB4_140006700	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfML01_000038200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_060021500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfKH01_070016400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfKH02_100045500	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_000038800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_000042400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfSN01_000018700	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfNF166_050038200	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_000047100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfHB3_000006800	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfHB3_080013700	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_000042300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfSD01_060035700	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
PfNF135_140005700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfGA01_080036000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PfKH01_100044800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfKH01_120005800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfSN01_000018500	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfIT_110005800	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfSN01_130075600	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfNF166_000022600	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_000049700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_110055700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfML01_120046500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_030005200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfKH01_000032200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfIT_050038200	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfSN01_030005800	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfNF166_050005800	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfTG01_000033300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfGB4_110007100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfKH02_040031900	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PfML01_000024900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfHB3_030028700	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfHB3_140085100	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfKE01_060006000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
PfKH02_010019000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PfGB4_090005600	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfSN01_000021100	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfGB4_110007600	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PfKH01_040026200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PfML01_010005800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfSN01_140007300	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfSN01_030005500	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfTG01_000067700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfML01_000007900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfTG01_000053100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_090042100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_000047000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_080006000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_100006100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfML01_000055500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfML01_000032500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfSN01_100005700	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PfTG01_090005400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_000031500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_140005900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfSD01_070016100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
PfML01_040006200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PfTG01_010018900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfTG01_060005900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PfNF135_000015300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_000015600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_000039300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_000039400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_000040400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_000040700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_000040800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_000040900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_000041000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_000041100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_010005000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_010005100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_010005400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_010005500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_010005600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_010005700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_010006200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_010006300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_010006400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020005000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020005100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020005200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020005900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020006000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020006100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020006200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020006600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020006700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020027000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_020027400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030005000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030005400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030005500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030005600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030005700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030029200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030029400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030029800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030029900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030030000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030030400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030030500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030030800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030030900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030031000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030031200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030031300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_030031500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040005000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040005200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040005500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040005600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040005700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040006100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040006800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040026300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040030600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040030700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040030800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_040030900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_050005000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_050005100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_050005700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_050006100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_050006200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_050038500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_050038800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_050038900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_060036200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_060036300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_060036400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_060036500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_060036600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_060036800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_070014400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_070014500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PfNF135_070014800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
